Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
1.6677985148046663,-1.5171970183377077,1.6839789285915827,-2.019286568047418,-0.7028650336258314,-1.3053185006821908,-0.24819295688591125,-0.7380148735136389,0.561018078547474
-0.22938697256361976,0.6591101800975286,0.137016658231861,-0.12451364896807118,-0.7028650336258314,-0.2391306938239252,1.1096586338522476,0.2500828213404521,1.0657901286544558
-1.0917440122764772,0.6591101800975286,0.137016658231861,-0.12451364896807118,0.9621282778397591,-0.2391306938239252,-0.6507560167282831,-0.49099044980011614,1.0657901286544558
-1.0917440122764772,-1.5171970183377077,0.137016658231861,1.7702592701112758,-0.7028650336258314,0.8270571130343405,-0.40155031301633864,-0.9026978226559874,0.561018078547474
0.5467343631779519,0.6591101800975286,1.6839789285915827,-2.019286568047418,-0.7028650336258314,-1.3053185006821908,1.5924503105591485,2.226278211048634,-0.9532980717734716
-0.8330369003626199,0.6591101800975286,0.137016658231861,1.7702592701112758,-0.7028650336258314,0.8270571130343405,0.08550129024974086,-1.2320637209406844,-0.9532980717734716
0.8916771790630948,0.6591101800975286,0.137016658231861,-0.12451364896807118,-0.7028650336258314,0.8270571130343405,-0.23647815884817028,0.2500828213404521,1.0657901286544558
-0.6605654924200485,-1.5171970183377077,-1.4099456121278608,-0.12451364896807118,-0.7028650336258314,1.8932449198926062,-0.8988967388004329,-0.9850392972271617,1.0657901286544558
-1.3504511241903343,-1.5171970183377077,0.137016658231861,1.7702592701112758,-0.7028650336258314,-1.3053185006821908,-0.43953465816901394,-0.2439660260865934,0.561018078547474
-0.7468011963913341,0.6591101800975286,1.6839789285915827,-2.019286568047418,0.9621282778397591,-0.2391306938239252,2.087311779183722,3.214375905902725,1.0657901286544558
0.029320139350237445,0.6591101800975286,0.137016658231861,1.7702592701112758,-0.7028650336258314,-1.3053185006821908,-0.16973930942103985,-0.9850392972271617,-0.9532980717734716
-1.1779797162477628,-1.5171970183377077,0.137016658231861,1.7702592701112758,-0.7028650336258314,-1.3053185006821908,0.12597059256193696,0.2500828213404521,-0.9532980717734716
